0	100	0	2.30	1.55	0.01	2.77	6.86	
0	100	1	1.45	0.68	0.00	1.61	7.56	
0	100	2	1.45	0.71	0.00	1.61	7.57	
0	100	3	1.55	0.70	0.01	1.70	7.47	
0	100	4	1.62	0.82	0.03	1.82	7.41	
1	0	1	4.32	1.60	0.04	4.61	4.93	
1	0	2	3.63	1.49	0.02	3.92	5.56	
1	0	3	3.34	1.91	0.09	3.84	5.96	
1	0	4	3.22	0.98	0.02	3.36	5.84	
1	0	5	3.19	0.82	0.01	3.30	5.85	
1	1	0	5.45	3.01	0.09	6.23	4.64	
1	1	1	3.68	1.60	0.02	4.01	5.54	
1	1	2	3.78	1.92	0.06	4.24	5.54	
1	1	3	3.22	1.27	0.02	3.46	5.90	
1	1	4	3.13	0.88	0.01	3.25	5.92	
1	1	5	2.93	0.69	0.01	3.01	6.09	
1	1	6	1.78	0.43	0.09	1.83	7.21	
1	2	0	4.40	2.74	0.04	5.19	5.33	
1	2	1	3.60	1.94	0.05	4.09	5.72	
1	2	2	3.40	1.50	0.02	3.72	5.78	
1	2	3	3.16	1.08	0.01	3.34	5.92	
1	2	4	2.78	0.63	0.01	2.85	6.24	
1	2	5	3.00	1.21	0.07	3.24	6.10	
1	2	6	1.92	0.44	0.11	1.97	7.07	
1	3	0	4.61	3.27	0.08	5.66	5.46	
1	3	1	3.28	1.59	0.02	3.64	5.92	
1	3	2	3.09	1.30	0.01	3.35	6.03	
1	3	3	2.86	0.81	0.01	2.97	6.17	
1	3	4	2.81	0.97	0.04	2.97	6.25	
1	3	5	2.69	0.73	0.03	2.78	6.34	
1	4	0	3.90	2.53	0.03	4.64	5.68	
1	4	1	3.02	1.29	0.01	3.29	6.10	
1	4	2	2.90	1.24	0.01	3.15	6.21	
1	4	3	2.75	1.02	0.03	2.94	6.31	
1	4	4	2.72	0.71	0.01	2.82	6.30	
1	4	5	3.48	1.12	0.12	3.66	5.61	
1	5	0	3.84	2.18	0.02	4.42	5.59	
1	5	1	2.65	1.19	0.01	2.90	6.45	
1	5	2	2.89	1.58	0.02	3.30	6.29	
1	5	3	2.65	0.80	0.01	2.77	6.38	
1	5	4	2.75	0.97	0.04	2.91	6.31	
1	6	0	3.59	2.13	0.02	4.17	5.80	
1	6	1	2.63	1.41	0.02	2.98	6.51	
1	6	2	2.48	1.22	0.01	2.76	6.61	
1	6	3	2.41	0.95	0.02	2.59	6.64	
1	6	4	2.51	0.73	0.03	2.61	6.52	
1	7	0	3.63	2.56	0.03	4.44	5.93	
1	7	1	2.22	1.15	0.01	2.50	6.86	
1	7	2	2.34	1.12	0.01	2.59	6.73	
1	7	3	2.37	1.02	0.03	2.58	6.69	
1	7	4	2.25	0.73	0.02	2.37	6.77	
1	8	0	3.41	2.33	0.03	4.14	6.04	
1	8	1	2.18	1.14	0.01	2.47	6.89	
1	8	2	2.10	1.24	0.02	2.44	6.99	
1	8	3	2.26	1.03	0.02	2.48	6.80	
1	8	4	1.32	0.99	0.10	1.65	7.72	
1	9	0	3.12	1.86	0.02	3.63	6.15	
1	9	1	2.17	1.35	0.02	2.56	6.94	
1	9	2	2.04	1.12	0.01	2.32	7.03	
1	9	3	1.52	0.65	0.03	1.66	7.48	
1	9	4	1.81	0.63	0.07	1.91	7.20	
1	10	0	3.44	2.41	0.05	4.20	6.04	
1	10	1	1.96	0.95	0.01	2.18	7.09	
1	10	2	2.10	1.75	0.04	2.73	7.10	
1	10	3	1.55	0.73	0.04	1.71	7.46	
1	10	4	2.08	0.29	0.06	2.10	6.91	
1	11	0	3.01	1.83	0.02	3.52	6.24	
1	11	1	1.97	1.37	0.03	2.40	7.15	
1	11	2	1.85	1.28	0.03	2.25	7.24	
1	11	3	1.78	0.39	0.04	1.82	7.21	
1	11	4	1.81	0.40	0.07	1.85	7.18	
1	12	0	3.46	2.53	0.04	4.28	6.08	
1	12	1	1.92	0.78	0.01	2.08	7.10	
1	12	2	2.13	0.95	0.04	2.33	6.92	
1	12	3	1.76	0.52	0.03	1.83	7.24	
1	13	0	3.64	2.36	0.05	4.34	5.84	
1	13	1	1.96	0.91	0.02	2.16	7.08	
1	13	2	2.05	1.41	0.06	2.49	7.07	
1	13	4	2.24	0.09	0.03	2.24	6.75	
1	14	1	1.97	0.94	0.02	2.18	7.08	
1	14	2	2.25	0.42	0.02	2.29	6.74	
1	14	3	2.25	0.35	0.02	2.28	6.74	
1	15	0	3.47	2.39	0.09	4.22	6.01	
1	15	2	2.16	0.46	0.02	2.20	6.84	
1	16	1	2.01	0.53	0.04	2.07	7.00	
1	16	3	2.29	0.37	0.02	2.32	6.70	
2	0	1	6.29	2.25	0.03	6.68	3.51	
2	0	2	5.74	2.57	0.02	6.28	4.14	
2	0	3	5.83	3.60	0.08	6.86	4.78	
2	0	4	4.44	1.63	0.02	4.73	4.83	
2	0	5	3.84	1.08	0.01	3.99	5.25	
2	0	6	3.43	0.61	0.02	3.48	5.59	
2	1	0	7.75	3.68	0.05	8.58	3.88	
2	1	1	5.69	2.48	0.02	6.21	4.12	
2	1	2	6.10	3.21	0.05	6.90	4.32	
2	1	3	5.02	2.50	0.02	5.61	4.69	
2	1	4	3.83	1.20	0.01	4.01	5.29	
2	1	5	3.36	0.71	0.01	3.43	5.67	
2	1	6	3.64	1.20	0.06	3.84	5.47	
2	2	0	6.84	3.85	0.03	7.85	4.41	
2	2	1	5.94	3.02	0.04	6.67	4.29	
2	2	2	5.38	2.75	0.02	6.04	4.53	
2	2	3	4.31	1.83	0.01	4.68	5.02	
2	2	4	3.41	0.97	0.01	3.55	5.65	
2	2	5	3.52	1.05	0.04	3.67	5.56	
2	2	6	2.15	0.00	0.00	2.15	6.83	
2	2	7	3.46	1.21	0.11	3.67	5.65	
2	3	0	7.32	4.55	0.05	8.62	4.84	
2	3	1	4.92	2.33	0.02	5.45	4.68	
2	3	2	4.59	2.30	0.02	5.14	4.96	
2	3	3	3.91	1.36	0.01	4.14	5.25	
2	3	4	3.27	1.12	0.04	3.45	5.82	
2	3	5	3.51	0.76	0.02	3.59	5.52	
2	3	6	3.41	1.22	0.10	3.62	5.71	
2	4	0	5.91	3.48	0.03	6.86	4.65	
2	4	1	4.33	2.07	0.01	4.80	5.10	
2	4	2	4.49	2.24	0.02	5.02	5.02	
2	4	3	3.59	1.38	0.03	3.84	5.57	
2	4	4	3.48	0.90	0.02	3.60	5.57	
2	4	5	3.84	1.35	0.10	4.07	5.32	
2	5	0	5.40	3.05	0.02	6.20	4.70	
2	5	1	4.05	1.92	0.02	4.48	5.29	
2	5	2	4.65	2.60	0.03	5.33	5.06	
2	5	3	3.48	1.02	0.02	3.63	5.60	
2	5	4	3.00	1.08	0.04	3.19	6.08	
2	6	0	5.20	2.92	0.02	5.96	4.78	
2	6	1	3.96	2.00	0.02	4.44	5.40	
2	6	2	3.83	2.06	0.02	4.35	5.55	
2	6	3	2.91	1.17	0.04	3.14	6.18	
2	6	4	2.89	0.66	0.03	2.97	6.13	
2	7	0	5.10	3.17	0.03	6.00	5.02	
2	7	1	3.27	1.76	0.02	3.71	5.98	
2	7	2	3.09	1.72	0.03	3.54	6.13	
2	7	3	3.17	1.18	0.04	3.38	5.93	
2	7	4	2.39	0.95	0.08	2.57	6.66	
2	8	0	4.87	3.03	0.03	5.73	5.11	
2	8	1	3.03	1.77	0.03	3.51	6.21	
2	8	2	3.11	1.98	0.04	3.68	6.20	
2	8	3	2.40	1.40	0.07	2.78	6.73	
2	8	4	1.82	1.24	0.33	2.21	7.26	
2	9	0	4.25	2.63	0.04	4.99	5.42	
2	9	1	3.04	1.88	0.03	3.58	6.23	
2	9	2	2.68	1.62	0.03	3.13	6.51	
2	9	3	2.05	0.58	0.04	2.13	6.96	
2	9	4	1.48	0.77	0.19	1.66	7.54	
2	10	0	4.36	2.62	0.05	5.09	5.31	
2	10	1	2.30	0.97	0.02	2.49	6.75	
2	10	2	3.24	2.56	0.08	4.13	6.29	
2	10	3	1.86	0.76	0.08	2.00	7.16	
2	10	4	2.08	0.54	0.22	2.15	6.92	
2	11	0	4.07	2.40	0.05	4.72	5.47	
2	11	1	2.66	1.65	0.05	3.13	6.53	
2	11	2	2.43	1.72	0.08	2.97	6.77	
2	11	3	1.89	0.46	0.08	1.95	7.10	
2	12	0	4.85	3.01	0.10	5.71	5.11	
2	12	1	2.32	0.60	0.01	2.40	6.69	
2	12	2	2.31	0.36	0.02	2.34	6.68	
2	12	3	2.23	0.39	0.05	2.26	6.76	
2	13	0	3.76	1.87	0.13	4.20	5.54	
2	13	1	2.35	0.63	0.03	2.44	6.66	
2	13	2	2.28	0.29	0.02	2.29	6.71	
2	14	1	2.35	0.43	0.03	2.39	6.65	
2	14	2	2.31	0.38	0.03	2.34	6.68	
2	14	3	2.37	0.23	0.01	2.38	6.62	
2	15	2	2.31	0.29	0.03	2.33	6.68	
2	16	3	2.39	0.28	0.03	2.41	6.59	
3	0	1	8.15	2.76	0.03	8.61	2.88	
3	0	2	8.58	3.64	0.02	9.33	3.67	
3	0	3	10.02	5.29	0.08	11.33	5.39	
3	0	4	6.56	3.15	0.04	7.28	3.97	
3	0	5	4.78	1.30	0.01	4.95	4.40	
3	0	6	4.15	0.79	0.02	4.22	4.90	
3	0	7	3.67	1.08	0.23	3.83	5.42	
3	1	0	9.92	4.12	0.05	10.74	4.23	
3	1	1	8.30	3.36	0.02	8.96	3.43	
3	1	2	9.29	4.53	0.05	10.34	4.54	
3	1	3	8.07	4.22	0.04	9.11	4.32	
3	1	4	5.18	2.42	0.02	5.72	4.51	
3	1	5	4.43	1.23	0.02	4.60	4.71	
3	1	6	4.07	1.38	0.09	4.30	5.10	
3	1	7	3.19	0.59	0.14	3.24	5.82	
3	2	0	9.95	4.86	0.03	11.07	4.96	
3	2	1	8.81	3.94	0.04	9.65	3.95	
3	2	2	8.56	4.34	0.03	9.60	4.36	
3	2	3	6.55	3.30	0.03	7.34	4.10	
3	2	4	4.74	2.13	0.03	5.19	4.75	
