0	100	0	3.77	2.15	0.01	4.34	6.80	
0	100	1	2.36	1.09	0.00	2.60	7.94	
0	100	2	2.10	0.98	0.00	2.32	8.19	
0	100	3	1.97	0.59	0.00	2.05	8.28	
1	0	1	7.28	2.15	0.03	7.59	3.65	
1	0	2	5.10	1.90	0.02	5.44	5.47	
1	0	3	5.05	1.60	0.01	5.30	5.41	
1	1	0	8.35	3.49	0.06	9.05	3.96	
1	1	1	5.06	2.08	0.02	5.47	5.57	
1	1	2	5.23	1.71	0.01	5.51	5.27	
1	1	3	4.51	0.81	0.02	4.58	5.78	
1	1	4	5.02	2.10	0.03	5.44	5.61	
1	2	0	6.45	3.14	0.04	7.17	4.91	
1	2	1	5.22	1.88	0.01	5.55	5.35	
1	2	2	4.90	1.74	0.02	5.20	5.60	
1	2	3	5.02	2.21	0.02	5.49	5.65	
1	3	0	6.59	3.30	0.02	7.37	4.90	
1	3	1	5.60	2.01	0.02	5.95	5.04	
1	3	2	4.85	2.21	0.02	5.33	5.81	
1	3	3	3.81	0.71	0.02	3.88	6.45	
1	3	4	3.51	1.40	0.05	3.78	6.86	
1	4	0	6.70	3.29	0.02	7.46	4.83	
1	4	1	4.58	1.88	0.01	4.95	5.95	
1	4	2	6.12	3.27	0.05	6.94	5.25	
1	4	3	3.68	1.05	0.02	3.83	6.63	
1	5	0	6.40	3.23	0.02	7.17	5.01	
1	5	1	4.74	2.10	0.02	5.18	5.88	
1	5	2	4.17	2.17	0.02	4.70	6.43	
1	5	3	2.53	0.87	0.08	2.68	7.74	
1	6	0	7.29	3.96	0.05	8.29	4.93	
1	6	1	3.96	1.71	0.01	4.32	6.49	
1	6	2	4.18	2.34	0.03	4.79	6.48	
1	6	3	2.22	0.70	0.03	2.33	8.04	
1	7	0	5.62	2.99	0.02	6.37	5.49	
1	7	1	3.77	1.75	0.02	4.15	6.69	
1	7	2	4.46	3.35	0.10	5.58	6.67	
1	7	3	2.06	0.68	0.03	2.16	8.20	
1	8	0	5.35	2.89	0.02	6.08	5.67	
1	8	1	3.51	2.26	0.06	4.17	7.08	
1	8	2	2.40	1.23	0.05	2.70	7.92	
1	8	3	2.18	0.70	0.06	2.29	8.08	
1	9	0	8.30	5.31	0.22	9.86	5.65	
1	9	1	2.83	1.16	0.03	3.05	7.49	
1	9	2	2.37	1.10	0.05	2.61	7.93	
1	10	1	2.56	0.97	0.05	2.74	7.72	
1	10	2	2.48	0.91	0.04	2.64	7.80	
1	10	3	2.16	0.73	0.05	2.28	8.10	
1	11	2	2.09	0.68	0.06	2.19	8.17	
1	11	3	2.19	0.68	0.03	2.29	8.07	
2	0	1	10.46	2.75	0.02	10.82	2.76	
2	0	2	9.04	3.13	0.03	9.57	3.34	
2	0	3	7.95	2.93	0.02	8.47	3.71	
2	0	4	7.87	2.45	0.06	8.24	3.40	
2	1	0	11.55	4.11	0.04	12.25	4.32	
2	1	1	9.51	3.27	0.03	10.05	3.34	
2	1	2	8.37	2.79	0.01	8.82	3.35	
2	1	3	8.13	2.88	0.05	8.63	3.56	
2	1	4	8.28	4.23	0.05	9.29	4.66	
