0	0	-1000.86	0.32	0.05	1000.86	999.89	
0	1	-0.69	0.47	0.02	0.84	0.54	
0	2	-0.50	0.50	0.01	0.71	0.69	
0	3	-0.39	0.49	0.01	0.63	0.76	
0	4	-0.29	0.46	0.00	0.55	0.81	
0	5	-0.19	0.40	0.00	0.44	0.87	
0	6	-0.07	0.25	0.00	0.26	0.94	
0	7	-0.01	0.08	0.00	0.08	0.96	
0	8	-0.00	0.02	0.00	0.02	0.97	
0	9	0.00	0.00	0.00	0.00	0.97	
0	10	0.00	0.00	0.00	0.00	0.97	
0	11	0.00	0.00	0.00	0.00	0.97	
0	12	0.00	0.00	0.00	0.00	0.97	
0	13	0.00	0.00	0.00	0.00	0.97	
0	14	0.00	0.00	0.00	0.00	0.97	
0	15	0.00	0.00	0.00	0.00	0.97	
0	16	0.00	0.00	0.00	0.00	0.97	
0	17	0.00	0.00	0.00	0.00	0.97	
1	0	-192.95	380.80	28.87	426.89	426.45	
1	1	-12.71	101.66	3.16	102.45	102.33	
1	2	-1.39	0.65	0.01	1.54	0.77	
1	3	-0.88	0.75	0.01	1.15	0.75	
1	4	-0.46	0.61	0.01	0.76	0.80	
1	5	-0.22	0.43	0.01	0.48	0.86	
1	6	-0.04	0.20	0.00	0.20	0.95	
1	7	-0.00	0.06	0.00	0.06	0.97	
1	8	-0.00	0.02	0.00	0.02	0.97	
1	9	0.00	0.00	0.00	0.00	0.97	
1	10	0.00	0.00	0.00	0.00	0.97	
1	11	0.00	0.00	0.00	0.00	0.97	
1	12	0.00	0.00	0.00	0.00	0.97	
1	13	0.00	0.00	0.00	0.00	0.97	
1	14	0.00	0.00	0.00	0.00	0.97	
1	15	0.00	0.00	0.00	0.00	0.97	
1	16	0.00	0.00	0.00	0.00	0.97	
1	17	0.00	0.00	0.00	0.00	0.97	
2	0	-51.68	204.58	9.18	211.00	210.77	
2	1	-10.15	82.67	1.85	83.29	83.18	
2	2	-2.47	21.70	0.30	21.84	21.75	
2	3	-1.21	0.79	0.01	1.44	0.82	
2	4	-0.55	0.66	0.01	0.86	0.78	
2	5	-0.17	0.40	0.01	0.43	0.89	
2	6	-0.02	0.15	0.00	0.15	0.96	
2	7	-0.00	0.03	0.00	0.03	0.97	
2	8	0.00	0.00	0.00	0.00	0.97	
2	9	0.00	0.00	0.00	0.00	0.97	
2	10	0.00	0.00	0.00	0.00	0.97	
2	11	0.00	0.00	0.00	0.00	0.97	
2	12	0.00	0.00	0.00	0.00	0.97	
2	13	0.00	0.00	0.00	0.00	0.97	
2	14	0.00	0.00	0.00	0.00	0.97	
2	15	0.00	0.00	0.00	0.00	0.97	
2	16	0.00	0.00	0.00	0.00	0.97	
2	17	0.00	0.00	0.00	0.00	0.97	
3	0	-18.48	112.78	3.27	114.28	114.13	
3	1	-7.55	62.42	1.05	62.87	62.76	
3	2	-2.74	21.34	0.27	21.51	21.41	
3	3	-1.68	16.53	0.18	16.61	16.54	
3	4	-0.54	0.67	0.01	0.86	0.80	
